date,Exports_Euro,Exports_KG,Imports_Euro,Imports_KG,Total_Trade_Euro,Trade_Balance_Euro,Exports_Euro_6m_avg,Exports_Euro_12m_avg,Imports_Euro_6m_avg,Imports_Euro_12m_avg,Total_Trade_Euro_6m_avg,Total_Trade_Euro_12m_avg,Trade_Balance_Euro_6m_avg,Trade_Balance_Euro_12m_avg
2011-10-01,1925975722.0,2152453717.0,3609298732.0,3270720116.0,5535274454.0,-1683323010.0,2099213884.8333333,2012353149.9166667,4036255273.8333335,4035095812.9166665,6135469158.666667,6047448962.833333,-1937041389.0,-2022742663.0
2011-11-01,2001337282.0,2284688645.0,3843317565.0,3478790112.0,5844654847.0,-1841980283.0,2064873341.6666667,2013809421.5,3994624705.5,4009959039.4166665,6059498047.166667,6023768460.916667,-1929751363.8333333,-1996149617.9166667
2011-12-01,2248096729.0,2592183728.0,3907836428.0,3982322278.0,6155933157.0,-1659739699.0,2072740819.1666667,2020207565.75,3917652119.1666665,3990680664.75,5990392938.333333,6010888230.5,-1844911300.0,-1970473099.0
2012-01-01,1909825098.0,2300377424.0,3812787165.0,3752929345.0,5722612263.0,-1902962067.0,2019679189.3333333,2050735920.25,3857893045.1666665,3985633479.6666665,5877572234.5,6036369399.916667,-1838213855.8333333,-1934897559.4166667
2012-02-01,2006106420.0,2217893560.0,3600241321.0,3112573229.0,5606347741.0,-1594134901.0,2044028143.0,2080187054.5833333,3806476720.3333335,3966574891.8333335,5850504863.333333,6046761946.416667,-1762448577.3333333,-1886387837.25
2012-03-01,2243490160.0,2560757144.0,4816780523.0,4541392813.0,7060270683.0,-2573290363.0,2055805235.1666667,2090843405.9166667,3931710289.0,4019828786.75,5987515524.166667,6110672192.666667,-1875905053.8333333,-1928985380.8333333
2012-04-01,2155953666.0,2516406604.0,3818721457.0,3603932259.0,5974675123.0,-1662767791.0,2094134892.5,2096674388.6666667,3966614076.5,4001434675.1666665,6060748969.0,6098109063.833333,-1872479184.0,-1904760286.5
2012-05-01,2301959843.0,3025729220.0,3831015056.0,3402280027.0,6132974899.0,-1529055213.0,2144238652.6666667,2104555997.1666667,3964563658.3333335,3979594181.9166665,6108802311.0,6084150179.083333,-1820325005.6666667,-1875038184.75
2012-06-01,2292184618.0,2930650030.0,4129048429.0,3955171037.0,6421233047.0,-1836863811.0,2151586634.1666665,2112163726.6666667,4001432325.1666665,3959542222.1666665,6153018959.333333,6071705948.833333,-1849845691.0,-1847378495.5
2012-07-01,2207277793.0,2833268853.0,3743957499.0,3348616415.0,5951235292.0,-1536679706.0,2201162083.3333335,2110420636.3333333,3989960714.1666665,3923926879.6666665,6191122797.5,6034347516.0,-1788798630.8333333,-1813506243.3333333
2012-08-01,2176137796.0,2747534667.0,3973795394.0,4122682029.0,6149933190.0,-1797657598.0,2229500646.0,2136764394.5,4052219726.3333335,3929348223.3333335,6281720372.333333,6066112617.833333,-1822719080.3333333,-1792583828.8333333
2012-09-01,2450398117.0,3132743872.0,3589555000.0,2998178164.0,6039953117.0,-1139156883.0,2263985305.5,2159895270.3333335,3847682139.1666665,3889696214.0833335,6111667444.666667,6049591484.416667,-1583696833.6666667,-1729800943.75
2012-10-01,2568244931.0,3087353005.0,4465266581.0,4291957055.0,7033511512.0,-1897021650.0,2332700516.3333335,2213417704.4166665,3955439659.8333335,3961026868.1666665,6288140176.166667,6174444572.583333,-1622739143.5,-1747609163.75
2012-11-01,2725712578.0,3476179971.0,4345730856.0,4413372026.0,7071443434.0,-1620018278.0,2403325972.1666665,2273782312.4166665,4041225626.5,4002894642.4166665,6444551598.666667,6276676954.833333,-1637899654.3333333,-1729112330.0
2012-12-01,2441097855.0,2990250523.0,3839792641.0,3621316973.0,6280890496.0,-1398694786.0,2428144845.0,2289865739.5833335,3993016328.5,3997224326.8333335,6421161173.5,6287090066.416667,-1564871483.5,-1707358587.25
2013-01-01,2146859466.0,2890498788.0,4090839558.0,4357906167.0,6237699024.0,-1943980092.0,2418075123.8333335,2309618603.5833335,4050830005.0,4020395359.5833335,6468905128.833333,6330013963.166667,-1632754881.1666667,-1710776756.0
2013-02-01,2103722091.0,2706304014.0,3925771952.0,3856190577.0,6029494043.0,-1822049861.0,2406005839.6666665,2317753242.8333335,4042826098.0,4047522912.1666665,6448831937.666667,6365276155.0,-1636820258.3333333,-1729769669.3333333
2013-03-01,2109766943.0,2736047979.0,3642458236.0,3436019809.0,5752225179.0,-1532691293.0,2349233977.3333335,2306609641.4166665,4051643304.0,3949662721.5833335,6400877281.333333,6256272363.0,-1702409326.6666667,-1643053080.1666667
2013-04-01,2500773337.0,3274330059.0,3822267041.0,3787164117.0,6323040378.0,-1321493704.0,2337988711.6666665,2335344614.0,3944476714.0,3949958186.9166665,6282465425.666667,6285302800.916667,-1606488002.3333333,-1614613572.9166667
2013-05-01,2445963386.0,3411855513.0,3834202333.0,3990849132.0,6280165719.0,-1388238947.0,2291363846.3333335,2347344909.25,3859221960.1666665,3950223793.3333335,6150585806.5,6297568702.583333,-1567858113.8333333,-1602878884.0833333
2013-06-01,2201570415.0,3008298119.0,3716778661.0,3447385414.0,5918349076.0,-1515208246.0,2251442606.3333335,2339793725.6666665,3838719630.1666665,3915867979.3333335,6090162236.5,6255661705.0,-1587277023.8333333,-1576074253.6666667
2013-07-01,2471234681.0,3236605729.0,3932368131.0,4005993592.0,6403602812.0,-1461133450.0,2305505142.1666665,2361790133.0,3812307725.6666665,3931568865.3333335,6117812867.833333,6293358998.333333,-1506802583.5,-1569778732.3333333
2013-08-01,2178423644.0,3055665198.0,3595636398.0,3927561089.0,5774060042.0,-1417212754.0,2317955401.0,2361980620.3333335,3757285133.3333335,3900055615.6666665,6075240534.333333,6262036236.0,-1439329732.3333333,-1538074995.3333333
2013-09-01,2441433163.0,3366257671.0,4017010758.0,4093488763.0,6458443921.0,-1575577595.0,2373233104.3333335,2361233540.8333335,3819710553.6666665,3935676928.8333335,6192943658.0,6296910469.666667,-1446477449.3333333,-1574443388.0
2013-10-01,2346570131.0,2954424271.0,4136666438.0,4057783085.0,6483236569.0,-1790096307.0,2347532570.0,2342760640.8333335,3872110453.1666665,3908293583.5833335,6219643023.166667,6251054224.416667,-1524577883.1666667,-1565532942.75
2013-11-01,2170190763.0,2774732028.0,3560963847.0,3534999594.0,5731154610.0,-1390773084.0,2301570466.1666665,2296467156.25,3826570705.5,3842896332.8333335,6128141171.666667,6139363489.083333,-1525000239.3333333,-1546429176.5833333
2013-12-01,2106479638.0,2683056742.0,3548034716.0,3545567013.0,5654514354.0,-1441555078.0,2285722003.3333335,2268582304.8333335,3798446714.6666665,3818583172.4166665,6084168718.0,6087165477.25,-1512724711.3333333,-1550000867.5833333
2014-01-01,2135932250.0,3020996236.0,3808247179.0,3960416444.0,5944179429.0,-1672314929.0,2229838264.8333335,2267671703.5,3777759889.3333335,3795033807.5,6007598154.166667,6062705511.0,-1547921624.5,-1527362104.0
2014-02-01,2065936153.0,2866247548.0,3692215458.0,3761563094.0,5758151611.0,-1626279305.0,2211090349.6666665,2264522875.3333335,3793856399.3333335,3775570766.3333335,6004946749.0,6040093641.666667,-1582766049.6666667,-1511047891.0
2014-03-01,2160590070.0,3004580929.0,3637418787.0,3445739176.0,5798008857.0,-1476828717.0,2164283167.5,2268758135.9166665,3730591070.8333335,3775150812.25,5894874238.333333,6043908948.166667,-1566307903.3333333,-1506392676.3333333
2014-04-01,2053261276.0,3000541171.0,3656167954.0,3346419774.0,5709429230.0,-1602906678.0,2115398358.3333333,2231465464.1666665,3650507990.1666665,3761309221.6666665,5765906348.5,5992774685.833333,-1535109631.8333333,-1529843757.5
2014-05-01,2272336480.0,3149942817.0,3971640355.0,4060594253.0,6243976835.0,-1699303875.0,2132422644.5,2216996555.3333335,3718954074.8333335,3772762390.1666665,5851376719.333333,5989758945.5,-1586531430.3333333,-1555765834.8333333
2014-06-01,2480692277.0,3458777045.0,3840334231.0,3529368877.0,6321026508.0,-1359641954.0,2194791417.6666665,2240256710.5,3767670660.6666665,3783058687.6666665,5962462078.333333,6023315398.166667,-1572879243.0,-1542801977.1666667
2014-07-01,2498363321.0,3374039015.0,4392906245.0,4390404894.0,6891269566.0,-1894542924.0,2255196596.1666665,2242517430.5,3865113838.3333335,3821436863.8333335,6120310434.5,6063954294.333333,-1609917242.1666667,-1578919433.3333333
2014-08-01,2070816733.0,2956062624.0,3297671752.0,3525994715.0,5368488485.0,-1226855019.0,2256010026.1666665,2233550187.9166665,3799356554.0,3796606476.6666665,6055366580.166667,6030156664.583333,-1543346527.8333333,-1563056288.75
2014-09-01,2303845965.0,3064236180.0,4272544917.0,4384419540.0,6576390882.0,-1968698952.0,2279886008.6666665,2222084588.0833335,3905210909.0,3817900989.9166665,6185096917.666667,6039985578.0,-1625324900.3333333,-1595816401.8333333
2014-10-01,2528351027.0,3528650675.0,4292160335.0,4590374962.0,6820511362.0,-1763809308.0,2359067633.8333335,2237232996.0833335,4011209639.1666665,3830858814.6666665,6370277273.0,6068091810.75,-1652142005.3333333,-1593625818.5833333
2014-11-01,2342293871.0,3187058846.0,3904159307.0,3966738693.0,6246453178.0,-1561865436.0,2370727199.0,2251574921.75,3999962797.8333335,3859458436.3333335,6370689996.833333,6111033358.083333,-1629235598.8333333,-1607883514.5833333
2014-12-01,2173062220.0,3140407150.0,3929753585.0,4534105554.0,6102815805.0,-1756691365.0,2319455522.8333335,2257123470.25,4014866023.5,3891268342.0833335,6334321546.333333,6148391812.333333,-1695410500.6666667,-1634144871.8333333
2015-01-01,1873441144.0,2821956598.0,3143940607.0,3583566095.0,5017381751.0,-1270499463.0,2215301826.6666665,2235249211.4166665,3806705083.8333335,3835909461.0833335,6022006910.5,6071158672.5,-1591403257.1666667,-1600660249.6666667
2015-02-01,2047200663.0,2846877538.0,3491452753.0,4101701275.0,5538653416.0,-1444252090.0,2211365815.0,2233687920.5833335,3839001917.3333335,3819179235.6666665,6050367732.333333,6052867156.25,-1627636102.3333333,-1585491315.0833333
2015-03-01,2363172950.0,3365851652.0,4252743296.0,5005774546.0,6615916246.0,-1889570346.0,2221253645.8333335,2250569827.25,3835701647.1666665,3870456278.0833335,6056955293.0,6121026105.333333,-1614448001.3333333,-1619886450.8333333
2015-04-01,2186279650.0,2805833294.0,3797192979.0,4183937322.0,5983472629.0,-1610913329.0,2164241749.6666665,2261654691.75,3753207087.8333335,3882208363.5,5917448837.5,6143863055.25,-1588965338.1666667,-1620553671.75
2015-05-01,2297083486.0,3224186059.0,3569036912.0,3473634394.0,5866120398.0,-1271953426.0,2156706685.5,2263716942.25,3697353355.3333335,3848658076.5833335,5854060040.833333,6112375018.833333,-1540646669.8333333,-1584941134.3333333
2015-06-01,2244223189.0,3129890998.0,3647287250.0,3319476811.0,5891510439.0,-1403064061.0,2168566847.0,2244011184.9166665,3650275632.8333335,3832570828.1666665,5818842479.833333,6076582013.083333,-1481708785.8333333,-1588559643.25
2015-07-01,2325729407.0,3314725504.0,2945517131.0,3373008438.0,5271246538.0,-619787724.0,2243948224.1666665,2229625025.4166665,3617205053.5,3711955068.6666665,5861153277.666667,5941580094.083333,-1373256829.3333333,-1482330043.25
2015-08-01,1911647940.0,3288466757.0,2989117498.0,4628507075.0,4900765438.0,-1077469558.0,2221356103.6666665,2216360959.3333335,3533482511.0,3686242214.1666665,5754838614.666667,5902603173.5,-1312126407.3333333,-1469881254.8333333
2015-09-01,2020552733.0,3144657413.0,3442471598.0,4093446180.0,5463024331.0,-1421918865.0,2164252734.1666665,2192753190.0,3398437228.0,3617069437.5833335,5562689962.166667,5809822627.583333,-1234184493.8333333,-1424316247.5833333
2015-10-01,2231018195.0,3320748916.0,3562533346.0,4158161761.0,5793551541.0,-1331515151.0,2171709158.3333335,2167975454.0,3359327289.1666665,3556267188.5,5531036447.5,5724242642.5,-1187618130.8333333,-1388291734.5
2015-11-01,2068636704.0,3358968206.0,3656149583.0,4802233522.0,5724786287.0,-1587512879.0,2133634694.6666667,2145170690.0833333,3373846067.6666665,3535599711.5,5507480762.333333,5680770401.583333,-1240211373.0,-1390429021.4166667
2015-12-01,2184721026.0,3629820564.0,3713916112.0,5310866021.0,5898637138.0,-1529195086.0,2123717667.5,2146142257.25,3384950878.0,3517613255.4166665,5508668545.5,5663755512.666667,-1261233210.5,-1371470998.1666667
2016-01-01,1713055772.0,2935064908.0,2841102756.0,3753092473.0,4554158528.0,-1128046984.0,2021605395.0,2132776809.5833333,3367548482.1666665,3492376767.8333335,5389153877.166667,5625153577.416667,-1345943087.1666667,-1359599958.25
2016-02-01,1909805797.0,3148418194.0,3428289553.0,4700599281.0,5338095350.0,-1518483756.0,2021298371.1666667,2121327237.4166667,3440743824.6666665,3487113167.8333335,5462042195.833333,5608440405.25,-1419445453.5,-1365785930.4166667
2016-03-01,2097397596.0,3488705421.0,3629421956.0,4386098779.0,5726819552.0,-1532024360.0,2034105848.3333333,2099179291.25,3471902217.6666665,3435169722.8333335,5506008066.0,5534349014.083333,-1437796369.3333333,-1335990431.5833333
2016-04-01,2117241777.0,3521358686.0,3437487419.0,4336609322.0,5554729196.0,-1320245642.0,2015143112.0,2093426135.1666667,3451061229.8333335,3405194259.5,5466204341.833333,5498620394.666667,-1435918117.8333333,-1311768124.3333333
2016-05-01,2031287780.0,3317866965.0,3483874868.0,4256189087.0,5515162648.0,-1452587088.0,2008918291.3333333,2071276493.0,3422348777.3333335,3398097422.5,5431267068.666667,5469373915.5,-1413430486.0,-1326820929.5
2016-06-01,2128483717.0,3245113703.0,3561609520.0,3999587995.0,5690093237.0,-1433125803.0,1999545406.5,2061631537.0,3396964345.3333335,3390957611.6666665,5396509751.833333,5452589148.666667,-1397418938.8333333,-1329326074.6666667
2016-07-01,2264771370.0,3642741722.0,3586781957.0,4168241613.0,5851553327.0,-1322010587.0,2091498006.1666667,2056551700.5833333,3521244212.1666665,3444396347.1666665,5612742218.333333,5500948047.75,-1429746206.0,-1387844646.5833333
2016-08-01,1947573214.0,3575520490.0,3130005458.0,4029329838.0,5077578672.0,-1182432244.0,2097792575.6666667,2059545473.4166667,3471530196.3333335,3456137010.5,5569322772.0,5515682483.916667,-1373737620.6666667,-1396591537.0833333
2016-09-01,2377648844.0,4173933552.0,3772352643.0,4771019277.0,6150001487.0,-1394703799.0,2144501117.0,2089303482.6666667,3495351977.5,3483627097.5833335,5639853094.5,5572930580.25,-1350850860.5,-1394323614.9166667
2016-10-01,2293911865.0,3531849141.0,3682775395.0,4919289190.0,5976687260.0,-1388863530.0,2173946131.6666665,2094544621.8333333,3536233306.8333335,3493647268.3333335,5710179438.5,5588191890.166667,-1362287175.1666667,-1399102646.5
2016-11-01,2234346874.0,3414177528.0,3896826242.0,5110671131.0,6131173116.0,-1662479368.0,2207789314.0,2108353802.6666667,3605058535.8333335,3513703656.5833335,5812847849.833333,5622057459.25,-1397269221.8333333,-1405349853.9166667
2016-12-01,2330235082.0,3352337173.0,3866485054.0,5029685570.0,6196720136.0,-1536249972.0,2241414541.5,2120479974.0,3655871124.8333335,3526417735.0833335,5897285666.333333,5646897709.083333,-1414456583.3333333,-1405937761.0833333
2017-01-01,2142428434.0,3125071200.0,3567491974.0,4259490978.0,5709920408.0,-1425063540.0,2221024052.1666665,2156261029.1666665,3652656127.6666665,3586950169.9166665,5873680179.833333,5743211199.083333,-1431632075.5,-1430689140.75
2017-02-01,2107859363.0,2967334029.0,3809905450.0,4530383785.0,5917764813.0,-1702046087.0,2247738410.3333335,2172765493.0,3765972793.0,3618751494.6666665,6013711203.333333,5791516987.666667,-1518234382.6666667,-1445986001.6666667
2017-03-01,2659825797.0,3961437210.0,4627005573.0,5714022459.0,7286831370.0,-1967179776.0,2294767902.5,2219634509.75,3908414948.0,3701883462.75,6203182850.5,5921517972.5,-1613647045.5,-1482248953.0
2017-04-01,2320675041.0,3574513053.0,3567361947.0,3834568515.0,5888036988.0,-1246686906.0,2299228431.8333335,2236587281.75,3889179373.3333335,3712706340.0833335,6188407805.166667,5949293621.833333,-1589950941.5,-1476119058.3333333
2017-05-01,2571860157.0,4188042301.0,4093666061.0,4676040610.0,6665526218.0,-1521805904.0,2355480645.6666665,2281634979.8333335,3921986009.8333335,3763522272.8333335,6277466655.5,6045157252.666667,-1566505364.1666667,-1481887293.0
2017-06-01,2408031503.0,3587791390.0,3831720268.0,4294407381.0,6239751771.0,-1423688765.0,2368446715.8333335,2304930628.6666665,3916191878.8333335,3786031501.8333335,6284638594.666667,6090962130.5,-1547745163.0,-1481100873.1666667
2017-07-01,2429712437.0,3748277888.0,3983457439.0,4657064369.0,6413169876.0,-1553745002.0,2416327383.0,2318675717.5833335,3985519456.3333335,3819087792.0,6401846839.333333,6137763509.583333,-1569192073.3333333,-1500412074.4166667
2017-08-01,2034248361.0,3341825882.0,3704567613.0,5303330621.0,5738815974.0,-1670319252.0,2404058882.6666665,2325898646.5,3967963150.1666665,3866967971.5833335,6372022032.833333,6192866618.083333,-1563904267.5,-1541069325.0833333
2017-09-01,2420020277.0,3730551410.0,3750528041.0,4010558205.0,6170548318.0,-1330507764.0,2364091296.0,2329429599.25,3821883561.5,3865149254.75,6185974857.5,6194578854.0,-1457792265.5,-1535719655.5
2017-10-01,2514871313.0,3499883559.0,4355062079.0,5506615561.0,6869933392.0,-1840190766.0,2396457341.3333335,2347842886.5833335,3953166916.8333335,3921173145.0833335,6349624258.166667,6269016031.666667,-1556709575.5,-1573330258.5
2017-11-01,2616959288.0,3823229969.0,3947491486.0,3727917026.0,6564450774.0,-1330532198.0,2403973863.1666665,2379727254.4166665,3928804487.6666665,3925395248.75,6332778350.833333,6305122503.166667,-1524830624.5,-1545667994.3333333
2017-12-01,2636480035.0,3705493573.0,4117662848.0,4858515188.0,6754142883.0,-1481182813.0,2442048618.5,2405247667.1666665,3976461584.3333335,3946326731.5833335,6418510202.833333,6351574398.75,-1534412965.8333333,-1541079064.4166667
2018-01-01,2542275510.0,3457379953.0,4467394312.0,5422405449.0,7009669822.0,-1925118802.0,2460809130.6666665,2438568256.8333335,4057117729.8333335,4021318593.0833335,6517926860.5,6459886849.916667,-1596308599.1666667,-1582750336.25
2018-02-01,2426288806.0,3388488665.0,3926666025.0,4315806439.0,6352954831.0,-1500377219.0,2526149204.8333335,2465104043.75,4094134131.8333335,4031048641.0,6620283336.666667,6496152684.75,-1567984927.0,-1565944597.25
2018-03-01,2900689261.0,4004211607.0,4458936851.0,4619842708.0,7359626112.0,-1558247590.0,2606260702.1666665,2485175999.0833335,4212202266.8333335,4017042914.1666665,6818462969.0,6502218913.25,-1605941564.6666667,-1531866915.0833333
2018-04-01,2606763218.0,3834804867.0,4308132574.0,5127302111.0,6914895792.0,-1701369356.0,2621576019.6666665,2509016680.5,4204380682.6666665,4078773799.75,6825956702.333333,6587790480.25,-1582804663.0,-1569757119.25
2018-05-01,2955868837.0,4177855907.0,4362782601.0,4381306919.0,7318651438.0,-1406913764.0,2678060944.5,2541017403.8333335,4273595868.5,4101200178.0833335,6951656813.0,6642217581.916667,-1595534924.0,-1560182774.25
2018-06-01,3034970281.0,3911597945.0,5017073307.0,5309191834.0,8052043588.0,-1982103026.0,2744475985.5,2593262302.0,4423497611.666667,4199979598.0,7167973597.166667,6793241900.0,-1679021626.1666667,-1606717296.0
2018-07-01,2959915637.0,3908101433.0,4680199939.0,4498961147.0,7640115576.0,-1720284302.0,2814082673.3333335,2637445902.0,4458965216.166667,4258041473.0,7273047889.5,6895487375.0,-1644882542.8333333,-1620595571.0
2018-08-01,2568231350.0,3816370807.0,4325407016.0,4894067782.0,6893638366.0,-1757175666.0,2837739764.0,2681944484.4166665,4525422048.0,4309778089.916667,7363161812.0,6991722574.333333,-1687682284.0,-1627833605.5
2018-09-01,2672023757.0,3444948077.0,4514012488.0,4772857416.0,7186036245.0,-1841988731.0,2799628846.6666665,2702944774.4166665,4534601320.833333,4373401793.833333,7334230167.5,7076346568.25,-1734972474.1666667,-1670457019.4166667
2018-10-01,3152443524.0,3877371552.0,5228559445.0,5357051003.0,8381002969.0,-2076115921.0,2890575564.3333335,2756075792.0,4688005799.333333,4446193241.0,7578581363.666667,7202269033.0,-1797430235.0,-1690117449.0
2018-11-01,3060317483.0,4018143545.0,4563115795.0,4860126712.0,7623433278.0,-1502798312.0,2907983672.0,2793022308.25,4721394665.0,4497495266.75,7629378337.0,7290517575.0,-1813410993.0,-1704472958.5
2018-12-01,2592602095.0,3627824134.0,4267549693.0,4742328831.0,6860151788.0,-1674947598.0,2834255641.0,2789365813.25,4596474062.666667,4509985837.166667,7430729703.666667,7299351650.416667,-1762218421.6666667,-1720620023.9166667
2019-01-01,2507246367.0,3041939936.0,4627608273.0,5214292911.0,7134854640.0,-2120361906.0,2758810762.6666665,2786446718.0,4587708785.0,4523337000.583333,7346519547.666667,7309783718.583333,-1828898022.3333333,-1736890282.5833333
2019-02-01,2691249973.0,3613517663.0,4262502555.0,4169284270.0,6953752528.0,-1571252582.0,2779313866.5,2808526815.25,4577224708.166667,4551323378.083333,7356538574.666667,7359850193.333333,-1797910841.6666667,-1742796562.8333333
2019-03-01,2808923178.0,3465694938.0,4772551211.0,5052592107.0,7581474389.0,-1963628033.0,2802130436.6666665,2800879641.6666665,4620314495.333333,4577457908.083333,7422444932.0,7378337549.75,-1818184058.6666667,-1776578266.4166667
2019-04-01,2978589964.0,4049918604.0,4607359792.0,4544593528.0,7585949756.0,-1628769828.0,2773154843.3333335,2831865203.8333335,4516781219.833333,4602393509.583333,7289936063.166667,7434258713.416667,-1743626376.5,-1770528305.75
2019-05-01,3071056487.0,4253740334.0,5187230588.0,5086063230.0,8258287075.0,-2116174101.0,2774944677.3333335,2841464174.6666665,4620800352.0,4671097508.5,7395745029.333333,7512561683.166667,-1845855674.6666667,-1829633333.8333333
2019-06-01,2786409458.0,3817680383.0,4364391244.0,4170123994.0,7150800702.0,-1577981786.0,2807245904.5,2820750772.75,4636940610.5,4616707336.583333,7444186515.0,7437458109.333333,-1829694706.0,-1795956563.8333333
2019-07-01,3210290067.0,4160328816.0,5100034920.0,5148392091.0,8310324987.0,-1889744853.0,2924419854.5,2841615308.5833335,4715678385.0,4651693585.0,7640098239.5,7493308893.583333,-1791258530.5,-1810078276.4166667
2019-08-01,2399255197.0,3531148511.0,4147542398.0,4706478274.0,6546797595.0,-1748287201.0,2875754058.5,2827533962.5,4696518358.833333,4636871533.5,7572272417.333333,7464405496.0,-1820764300.3333333,-1809337571.0
2019-09-01,2860110669.0,3816969714.0,4807029500.0,4947783043.0,7667140169.0,-1946918831.0,2884285307.0,2843207871.8333335,4702264740.333333,4661289617.833333,7586550047.333333,7504497489.666667,-1817979433.3333333,-1818081746.0
2019-10-01,2907875115.0,3587569387.0,4914719288.0,4834014274.0,7822594403.0,-2006844173.0,2872499498.8333335,2822827171.0833335,4753491323.0,4635136271.416667,7625990821.833333,7457963442.5,-1880991824.1666667,-1812309100.3333333
2019-11-01,2736020089.0,3579032868.0,4393653043.0,4375964865.0,7129673132.0,-1657632954.0,2816660099.1666665,2795802388.25,4621228398.833333,4621014375.416667,7437888498.0,7416816763.666667,-1804568299.6666667,-1825211987.1666667
2019-12-01,2907457253.0,3851251486.0,4542113831.0,4354225084.0,7449571084.0,-1634656578.0,2836834731.6666665,2822040318.0833335,4650848830.0,4643894720.25,7487683561.666667,7465935038.333333,-1814014098.3333333,-1821854402.1666667
2020-01-01,2856772224.0,3413935201.0,4759235967.0,4860277868.0,7616008191.0,-1902463743.0,2777915091.1666665,2851167472.8333335,4594049004.5,4654863694.75,7371964095.666667,7506031167.583333,-1816133913.3333333,-1803696221.9166667
2020-02-01,2655613829.0,3478736357.0,4376719632.0,4126930692.0,7032333461.0,-1721105803.0,2820641529.8333335,2848197794.1666665,4632245210.166667,4664381784.5,7452886740.0,7512579578.666667,-1811603680.3333333,-1816183990.3333333
2020-03-01,2470693638.0,3792712883.0,4136855377.0,4849971640.0,6607549015.0,-1666161739.0,2755738691.3333335,2820011999.1666665,4520549523.0,4611407131.666667,7276288214.333333,7431419130.833333,-1764810831.6666667,-1791395132.5
2020-04-01,2120241897.0,3515569102.0,3201122192.0,4856968357.0,5321364089.0,-1080880295.0,2624466488.3333335,2748482993.5833335,4234950007.0,4494220665.0,6859416495.333333,7242703658.583333,-1610483518.6666667,-1745737671.4166667
2020-05-01,2136122662.0,3322688520.0,3286147789.0,4354265357.0,5422270451.0,-1150025127.0,2524483583.8333335,2670571841.5,4050365798.0,4335797098.416667,6574849381.833333,7006368939.916667,-1525882214.1666667,-1665225256.9166667
2020-06-01,2573632403.0,3670242868.0,4017627456.0,4258730882.0,6591259859.0,-1443995053.0,2468846108.8333335,2652840420.25,3962951402.1666665,4306900116.083333,6431797511.0,6959740536.333333,-1494105293.3333333,-1654059695.8333333
2020-07-01,2929201509.0,3839998335.0,4580664836.0,5106717749.0,7509866345.0,-1651463327.0,2480917656.3333335,2629416373.75,3933189547.0,4263619275.75,6414107203.333333,6893035649.5,-1452271890.6666667,-1634202902.0
2020-08-01,2078816241.0,3389460319.0,3613056344.0,4881747022.0,5691872585.0,-1534240103.0,2384784725.0,2602713127.4166665,3805912332.3333335,4219078771.25,6190697057.333333,6821791898.666667,-1421127607.3333333,-1616365643.8333333
2020-09-01,2583756231.0,3512292787.0,4235416774.0,3942276345.0,6819173005.0,-1651660543.0,2403628490.5,2579683590.9166665,3822339231.8333335,4171444377.4166665,6225967722.333333,6751127968.333333,-1418710741.3333333,-1591760786.5
2020-10-01,2716256214.0,3466273637.0,4131937421.0,4120014245.0,6848193635.0,-1415681207.0,2502964210.0,2563715349.1666665,3977475103.3333335,4106212555.1666665,6480439313.333333,6669927904.333333,-1474510893.3333333,-1542497206.0
2020-11-01,2647298871.0,3731766093.0,4081833588.0,4587610622.0,6729132459.0,-1434534717.0,2588160244.8333335,2556321914.3333335,4110089403.1666665,4080227600.5833335,6698249648.0,6636549514.916667,-1521929158.3333333,-1523905686.25
2020-12-01,3032273659.0,3980149391.0,4533191632.0,5286445561.0,7565465291.0,-1500917973.0,2664600454.1666665,2566723281.5,4196016765.8333335,4079484084.0,6860617220.0,6646207365.5,-1531416311.6666667,-1512760802.5
2021-01-01,2523158006.0,3152100849.0,4005575715.0,4497405483.0,6528733721.0,-1482417709.0,2596926537.0,2538922096.6666665,4100168579.0,4016679063.0,6697095116.0,6555601159.666667,-1503242042.0,-1477756966.3333333
2021-02-01,2905749373.0,3531237692.0,4064927488.0,4082651826.0,6970676861.0,-1159178115.0,2734748725.6666665,2559766725.3333335,4175480436.3333335,3990696384.3333335,6910229162.0,6550463109.666667,-1440731710.6666667,-1430929659.0
2021-03-01,3355990520.0,3955782081.0,5463453406.0,5157450876.0,8819443926.0,-2107462886.0,2863454440.5,2633541465.5,4380153208.333333,4101246220.0833335,7243607648.833333,6734787685.583333,-1516698767.8333333,-1467704754.5833333
2021-04-01,3196220611.0,3866203632.0,5032376097.0,5027451781.0,8228596708.0,-1836155486.0,2943448506.6666665,2723206358.3333335,4530226321.0,4253850712.1666665,7473674827.666667,6977057070.5,-1586777814.3333333,-1530644353.8333333
2021-05-01,3238722629.0,4296989226.0,4914976803.0,4654236352.0,8153699432.0,-1676254174.0,3042019133.0,2815089688.9166665,4669083523.5,4389586463.333333,7711102656.5,7204676152.25,-1627064390.5,-1574496774.4166667
2021-06-01,3396479137.0,3926801975.0,5380544662.0,4660735586.0,8777023799.0,-1984065525.0,3102720046.0,2883660250.0833335,4810309028.5,4503162897.166667,7913029074.5,7386823147.25,-1707588982.5,-1619502647.0833333
2021-07-01,3559942978.0,3839405844.0,5798174154.0,5464958687.0,9358117132.0,-2238231176.0,3275517541.3333335,2936222039.1666665,5109075435.0,4604622007.0,8384592976.333333,7540844046.166667,-1833557893.6666667,-1668399967.8333333
